WhatId,OwnerId,Status,Priority,TaskSubtype,CreatedDate,ActivityDate,LastModifiedDate,Subject,Call Result,Call Type,Call Object Identifier,CallDurationInSeconds
26216,Laura Garza,Not Started,Normal,Call,2016-07-27,2016-07-27,2016-07-27,Update Customer,Call Unsuccessful,Inbound,317,616
25690,Irene Kelley,Not Started,Normal,Call,2016-07-13,2016-07-13,2016-07-13,Update Customer,Success,Internal,797,703
25663,Dennis Howard,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Success,Internal,365,415
25122,John Williams,Not Started,Normal,Call,2016-08-13,2016-08-13,2016-08-13,Update Customer,Call Back,Outbound,111,150
23789,Johnny Green,Not Started,Normal,Call,2016-09-03,2016-09-03,2016-09-03,Update Customer,Call Unsuccessful,Outbound,412,837
25864,Nicolas Weaver,Not Started,Normal,Call,2016-07-27,2016-07-27,2016-07-27,Update Customer,Disconnected,Outbound,206,356
24498,Catherine Brown,Not Started,Normal,Call,2016-09-03,2016-09-03,2016-09-03,Update Customer,Call Back,Internal,285,345
24528,Evelyn Williamson,Not Started,Normal,Call,2016-06-07,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,623,188
23601,Catherine Brown,Not Started,Normal,Call,2016-08-10,2016-08-10,2016-08-10,Update Customer,Call Back,Outbound,686,952
25956,Dennis Howard,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,558,273
25573,Eric Sanchez,Not Started,Normal,Call,2016-08-23,2016-08-23,2016-08-23,Update Customer,Call Unsuccessful,Outbound,62,871
26211,Doroth Gardner,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,198,20
23752,Jessica Nichols,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Success,Outbound,986,383
23581,Evelyn Williamson,Not Started,Normal,Call,2016-06-03,2016-06-30,2016-07-11,Update Customer,Success,Inbound,389,146
29741,Jessica Nichols,Not Started,Normal,Call,2016-07-18,2016-07-18,2016-07-18,Update Customer,Call Unsuccessful,Internal,574,205
26345,Evelyn Williamson,Not Started,Normal,Call,2016-07-19,2016-07-19,2016-07-19,Update Customer,Call Back,Inbound,894,838
23874,Jessica Nichols,Not Started,Normal,Call,2016-05-30,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,596,696
25412,Laura Garza,Not Started,Normal,Call,2016-07-11,2016-07-11,2016-07-11,Update Customer,Success,Inbound,871,671
24357,Doroth Gardner,Not Started,Normal,Call,2016-07-15,2016-07-15,2016-07-15,Update Customer,Call Back,Outbound,414,596
26337,Evelyn Williamson,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Success,Internal,243,953
25388,Laura Garza,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Call Back,Outbound,810,193
26289,Eric Sanchez,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Success,Internal,780,400
29507,Eric Sanchez,Not Started,Normal,Call,2016-07-09,2016-07-09,2016-07-11,Update Customer,Disconnected,Outbound,594,457
23865,Eric Sanchez,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,402,254
23960,Jessica Nichols,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Internal,158,58
23926,John Williams,Not Started,Normal,Call,2016-07-11,2016-07-11,2016-07-11,Update Customer,Do Not Call,Outbound,167,253
30404,Laura Garza,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,367,861
24223,John Williams,Not Started,Normal,Call,2016-08-14,2016-08-14,2016-08-14,Update Customer,Success,Internal,792,253
25831,Johnny Green,Not Started,Normal,Call,2016-08-19,2016-08-19,2016-08-19,Update Customer,Disconnected,Outbound,43,654
24014,Jessica Nichols,Not Started,Normal,Call,2016-05-26,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,262,419
25805,Doroth Gardner,Not Started,Normal,Call,2016-08-31,2016-08-31,2016-08-31,Update Customer,Call Unsuccessful,Inbound,443,788
24663,Irene McCoy,Not Started,Normal,Call,2016-09-03,2016-09-03,2016-09-03,Update Customer,Disconnected,Internal,432,111
25562,Evelyn Williamson,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,26,31
25033,Harold Campbell,Not Started,Normal,Call,2016-07-09,2016-07-09,2016-07-11,Update Customer,Success,Outbound,394,177
25678,Bruce Kennedy,Not Started,Normal,Call,2016-08-16,2016-08-16,2016-08-16,Update Customer,Success,Internal,353,183
29737,Johnny Green,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Success,Internal,228,106
23723,Jessica Nichols,Not Started,Normal,Call,2016-07-30,2016-07-30,2016-07-30,Update Customer,Do Not Call,Inbound,931,686
24397,Bruce Kennedy,Not Started,Normal,Call,2016-09-05,2016-09-05,2016-09-05,Update Customer,Call Unsuccessful,Outbound,729,392
29846,Irene McCoy,Not Started,Normal,Call,2016-07-12,2016-07-12,2016-07-12,Update Customer,Do Not Call,Inbound,15,832
29993,Laura Palmer,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Do Not Call,Outbound,840,29
23915,Johnny Green,Not Started,Normal,Call,2016-07-29,2016-07-29,2016-07-29,Update Customer,Call Back,Internal,326,903
23468,Irene McCoy,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,201,830
24023,Irene Kelley,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Success,Internal,961,162
29843,Laura Garza,Not Started,Normal,Call,2016-08-14,2016-08-14,2016-08-14,Update Customer,Call Unsuccessful,Outbound,359,119
23724,Irene Kelley,Not Started,Normal,Call,2016-05-27,2016-06-30,2016-07-11,Update Customer,Success,Inbound,771,742
23592,Eric Gutierrez,Not Started,Normal,Call,2016-07-09,2016-07-09,2016-07-11,Update Customer,Call Unsuccessful,Internal,122,456
24377,Irene Kelley,Not Started,Normal,Call,2016-07-15,2016-07-15,2016-07-15,Update Customer,Disconnected,Inbound,770,570
23823,Admin User,Not Started,Normal,Call,2016-08-09,2016-08-09,2016-08-09,Update Customer,Success,Internal,350,996
24446,Eric Gutierrez,Not Started,Normal,Call,2016-08-15,2016-08-15,2016-08-15,Update Customer,Call Unsuccessful,Inbound,93,589
25608,Johnny Green,Not Started,Normal,Call,2016-08-25,2016-08-25,2016-08-25,Update Customer,Do Not Call,Outbound,397,796
24571,Julie Chavez,Not Started,Normal,Call,2016-05-30,2016-06-30,2016-07-11,Update Customer,Success,Outbound,961,333
23785,Catherine Brown,Not Started,Normal,Call,2016-08-19,2016-08-19,2016-08-19,Update Customer,Do Not Call,Outbound,355,455
25366,Laura Garza,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Success,Inbound,286,153
25848,Eric Sanchez,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,507,686
23969,Nicolas Weaver,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Success,Outbound,625,243
23511,Nicolas Weaver,Not Started,Normal,Call,2016-07-09,2016-07-09,2016-07-11,Update Customer,Disconnected,Inbound,717,583
24833,Doroth Gardner,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Do Not Call,Internal,576,389
25650,Admin User,Not Started,Normal,Call,2016-07-28,2016-07-28,2016-07-28,Update Customer,Disconnected,Outbound,24,676
23487,Bruce Kennedy,Not Started,Normal,Call,2016-07-31,2016-07-31,2016-07-31,Update Customer,Do Not Call,Inbound,948,909
26404,Irene Kelley,Not Started,Normal,Call,2016-08-09,2016-08-09,2016-08-09,Update Customer,Call Unsuccessful,Internal,707,778
29523,Doroth Gardner,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,459,922
25571,Johnny Green,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Success,Inbound,349,146
25588,Chris Riley,Not Started,Normal,Call,2016-07-11,2016-07-11,2016-07-11,Update Customer,Disconnected,Outbound,975,982
25808,Doroth Gardner,Not Started,Normal,Call,2016-07-19,2016-07-19,2016-07-19,Update Customer,Call Unsuccessful,Outbound,700,100
23792,John Williams,Not Started,Normal,Call,2016-07-24,2016-07-24,2016-07-24,Update Customer,Do Not Call,Internal,362,104
24044,Dennis Howard,Not Started,Normal,Call,2016-07-19,2016-07-19,2016-07-19,Update Customer,Call Unsuccessful,Outbound,984,494
24610,Bruce Kennedy,Not Started,Normal,Call,2016-07-31,2016-07-31,2016-07-31,Update Customer,Do Not Call,Internal,97,290
25878,Jessica Nichols,Not Started,Normal,Call,2016-08-14,2016-08-14,2016-08-14,Update Customer,Success,Outbound,57,487
30066,Johnny Green,Not Started,Normal,Call,2016-05-27,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Internal,350,729
26313,Eric Sanchez,Not Started,Normal,Call,2016-07-11,2016-07-11,2016-07-11,Update Customer,Disconnected,Outbound,870,170
23782,Eric Sanchez,Not Started,Normal,Call,2016-07-24,2016-07-24,2016-07-24,Update Customer,Success,Inbound,846,152
25918,Doroth Gardner,Not Started,Normal,Call,2016-07-27,2016-07-27,2016-07-27,Update Customer,Do Not Call,Outbound,351,75
26110,John Williams,Not Started,Normal,Call,2016-07-31,2016-07-31,2016-07-31,Update Customer,Success,Outbound,814,233
24595,Bruce Kennedy,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,524,116
26062,Doroth Gardner,Not Started,Normal,Call,2016-07-29,2016-07-29,2016-07-29,Update Customer,Call Unsuccessful,Outbound,564,489
23951,Johnny Green,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,117,422
24950,John Williams,Not Started,Normal,Call,2016-07-26,2016-07-26,2016-07-26,Update Customer,Do Not Call,Internal,374,25
24720,Doroth Gardner,Not Started,Normal,Call,2016-08-23,2016-08-23,2016-08-23,Update Customer,Call Unsuccessful,Inbound,70,99
25984,John Williams,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Success,Internal,572,876
26191,Harold Campbell,Not Started,Normal,Call,2016-06-07,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,444,817
30481,Harold Campbell,Not Started,Normal,Call,2016-07-27,2016-07-27,2016-07-27,Update Customer,Do Not Call,Internal,55,526
25028,Johnny Green,Not Started,Normal,Call,2016-09-03,2016-09-03,2016-09-03,Update Customer,Do Not Call,Inbound,39,907
23596,Admin User,Not Started,Normal,Call,2016-07-19,2016-07-19,2016-07-19,Update Customer,Success,Inbound,976,633
29781,Bruce Kennedy,Not Started,Normal,Call,2016-08-14,2016-08-14,2016-08-14,Update Customer,Disconnected,Internal,417,424
25796,John Williams,Not Started,Normal,Call,2016-08-25,2016-08-25,2016-08-25,Update Customer,Disconnected,Outbound,555,766
24281,Evelyn Williamson,Not Started,Normal,Call,2016-07-24,2016-07-24,2016-07-24,Update Customer,Do Not Call,Internal,324,604
29857,Eric Gutierrez,Not Started,Normal,Call,2016-08-13,2016-08-13,2016-08-13,Update Customer,Do Not Call,Outbound,592,31
26032,Dennis Howard,Not Started,Normal,Call,2016-08-16,2016-08-16,2016-08-16,Update Customer,Success,Internal,275,697
25586,Eric Sanchez,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Internal,461,55
29643,Julie Chavez,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Success,Outbound,510,35
29489,Irene Kelley,Not Started,Normal,Call,2016-08-31,2016-08-31,2016-08-31,Update Customer,Success,Inbound,910,334
24159,Bruce Kennedy,Not Started,Normal,Call,2016-07-29,2016-07-29,2016-07-29,Update Customer,Success,Internal,657,882
24029,Laura Garza,Not Started,Normal,Call,2016-08-23,2016-08-23,2016-08-23,Update Customer,Success,Internal,757,174
29526,John Williams,Not Started,Normal,Call,2016-09-08,2016-09-08,2016-09-08,Update Customer,Do Not Call,Outbound,253,384
26204,Admin User,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Success,Outbound,375,317
25305,Kelly Frazier,Not Started,Normal,Call,2016-07-15,2016-07-15,2016-07-15,Update Customer,Do Not Call,Inbound,355,430
24916,Bruce Kennedy,Not Started,Normal,Call,2016-07-24,2016-07-24,2016-07-24,Update Customer,Call Unsuccessful,Outbound,42,175
25799,Julie Chavez,Not Started,Normal,Call,2016-05-27,2016-06-30,2016-07-11,Update Customer,Success,Outbound,317,205
24314,Evelyn Williamson,Not Started,Normal,Call,2016-09-08,2016-09-08,2016-09-08,Update Customer,Do Not Call,Inbound,297,34
26441,Evelyn Williamson,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,882,930
29770,John Williams,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Do Not Call,Outbound,973,47
29460,Johnny Green,Not Started,Normal,Call,2016-07-30,2016-07-30,2016-07-30,Update Customer,Success,Outbound,955,912
26415,Irene Kelley,Not Started,Normal,Call,2016-08-19,2016-08-19,2016-08-19,Update Customer,Do Not Call,Internal,534,597
25641,Bruce Kennedy,Not Started,Normal,Call,2016-07-11,2016-07-11,2016-07-11,Update Customer,Call Unsuccessful,Internal,104,234
23719,Doroth Gardner,Not Started,Normal,Call,2016-07-24,2016-07-24,2016-07-24,Update Customer,Disconnected,Internal,26,751
25822,Laura Garza,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Disconnected,Inbound,445,903
23518,Irene Kelley,Not Started,Normal,Call,2016-07-27,2016-07-27,2016-07-27,Update Customer,Success,Internal,825,975
24320,Jessica Nichols,Not Started,Normal,Call,2016-07-31,2016-07-31,2016-07-31,Update Customer,Do Not Call,Outbound,758,819
23878,Doroth Gardner,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Internal,243,54
24940,Jessica Nichols,Not Started,Normal,Call,2016-07-11,2016-07-11,2016-07-11,Update Customer,Call Unsuccessful,Outbound,871,420
24383,Doroth Gardner,Not Started,Normal,Call,2016-07-13,2016-07-13,2016-07-13,Update Customer,Disconnected,Inbound,122,870
25649,Chris Riley,Not Started,Normal,Call,2016-08-15,2016-08-15,2016-08-15,Update Customer,Do Not Call,Inbound,747,979
25075,Johnny Green,Not Started,Normal,Call,2016-08-20,2016-08-20,2016-08-20,Update Customer,Do Not Call,Inbound,609,5
25291,Evelyn Williamson,Not Started,Normal,Call,2016-07-27,2016-07-27,2016-07-27,Update Customer,Do Not Call,Outbound,414,740
29931,Eric Gutierrez,Not Started,Normal,Call,2016-07-30,2016-07-30,2016-07-30,Update Customer,Call Unsuccessful,Outbound,229,939
25002,Jessica Nichols,Not Started,Normal,Call,2016-07-31,2016-07-31,2016-07-31,Update Customer,Disconnected,Outbound,181,493
25214,Bruce Kennedy,Not Started,Normal,Call,2016-07-24,2016-07-24,2016-07-24,Update Customer,Success,Outbound,866,159
25397,Admin User,Not Started,Normal,Call,2016-07-31,2016-07-31,2016-07-31,Update Customer,Disconnected,Internal,7,268
29907,Admin User,Not Started,Normal,Call,2016-08-10,2016-08-10,2016-08-10,Update Customer,Success,Inbound,243,344
26407,Eric Sanchez,Not Started,Normal,Call,2016-07-26,2016-07-26,2016-07-26,Update Customer,Success,Internal,916,457
24697,John Williams,Not Started,Normal,Call,2016-07-29,2016-07-29,2016-07-29,Update Customer,Success,Internal,738,404
26404,Johnny Green,Not Started,Normal,Call,2016-08-13,2016-08-13,2016-08-13,Update Customer,Success,Internal,523,364
25102,Eric Sanchez,Not Started,Normal,Call,2016-08-13,2016-08-13,2016-08-13,Update Customer,Disconnected,Inbound,158,879
24107,Jessica Nichols,Not Started,Normal,Call,2016-06-03,2016-06-30,2016-07-11,Update Customer,Call Back,Outbound,879,708
24460,Bruce Kennedy,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,905,834
25661,Eric Sanchez,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Success,Inbound,906,420
24396,Chris Riley,Not Started,Normal,Call,2016-08-20,2016-08-20,2016-08-20,Update Customer,Disconnected,Inbound,378,790
24283,Irene Kelley,Not Started,Normal,Call,2016-07-11,2016-07-11,2016-07-11,Update Customer,Disconnected,Inbound,835,742
24283,Catherine Brown,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Internal,980,104
23928,Catherine Brown,Not Started,Normal,Call,2016-05-26,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,468,48
25234,Admin User,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,311,650
25612,Johnny Green,Not Started,Normal,Call,2016-07-29,2016-07-29,2016-07-29,Update Customer,Disconnected,Inbound,165,23
26226,Eric Sanchez,Not Started,Normal,Call,2016-09-03,2016-09-03,2016-09-03,Update Customer,Do Not Call,Outbound,911,972
30151,Eric Sanchez,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Success,Outbound,739,771
23622,John Williams,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Success,Internal,311,149
24583,John Williams,Not Started,Normal,Call,2016-08-23,2016-08-23,2016-08-23,Update Customer,Success,Internal,118,838
26367,Eric Sanchez,Not Started,Normal,Call,2016-06-03,2016-06-30,2016-07-11,Update Customer,Call Back,Internal,53,930
24763,Nicolas Weaver,Not Started,Normal,Call,2016-08-25,2016-08-25,2016-08-25,Update Customer,Do Not Call,Outbound,192,157
25304,Catherine Brown,Not Started,Normal,Call,2016-08-31,2016-08-31,2016-08-31,Update Customer,Disconnected,Outbound,806,783
25971,John Williams,Not Started,Normal,Call,2016-07-29,2016-07-29,2016-07-29,Update Customer,Call Back,Inbound,937,705
23895,Eric Sanchez,Not Started,Normal,Call,2016-08-20,2016-08-20,2016-08-20,Update Customer,Disconnected,Inbound,828,588
25908,Johnny Green,Not Started,Normal,Call,2016-05-23,2016-06-30,2016-07-11,Update Customer,Call Back,Outbound,104,552
29495,Evelyn Williamson,Not Started,Normal,Call,2016-05-30,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,922,485
29988,Irene McCoy,Not Started,Normal,Call,2016-07-18,2016-07-18,2016-07-18,Update Customer,Call Unsuccessful,Internal,15,951
24821,Kelly Frazier,Not Started,Normal,Call,2016-09-04,2016-09-04,2016-09-04,Update Customer,Call Back,Internal,601,479
24523,Dennis Howard,Not Started,Normal,Call,2016-06-03,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Internal,611,334
23617,Kelly Frazier,Not Started,Normal,Call,2016-07-18,2016-07-18,2016-07-18,Update Customer,Success,Inbound,992,814
24869,Eric Sanchez,Not Started,Normal,Call,2016-07-28,2016-07-28,2016-07-28,Update Customer,Call Unsuccessful,Outbound,103,658
24108,Evelyn Williamson,Not Started,Normal,Call,2016-07-24,2016-07-24,2016-07-24,Update Customer,Disconnected,Internal,96,376
25932,Evelyn Williamson,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Success,Outbound,75,212
25613,Bruce Kennedy,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Disconnected,Inbound,176,8
23820,Dennis Howard,Not Started,Normal,Call,2016-07-24,2016-07-24,2016-07-24,Update Customer,Disconnected,Internal,246,706
24573,Evelyn Williamson,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,14,566
23693,Admin User,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,596,140
26124,Eric Gutierrez,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,965,576
26256,Harold Campbell,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Success,Inbound,66,317
25416,Irene McCoy,Not Started,Normal,Call,2016-07-13,2016-07-13,2016-07-13,Update Customer,Disconnected,Inbound,125,471
25428,Irene McCoy,Not Started,Normal,Call,2016-07-27,2016-07-27,2016-07-27,Update Customer,Disconnected,Inbound,113,952
26031,Irene McCoy,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Back,Internal,429,793
29963,Evelyn Williamson,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,497,409
30481,Johnny Green,Not Started,Normal,Call,2016-06-07,2016-06-30,2016-07-11,Update Customer,Call Back,Internal,193,737
29989,Bruce Kennedy,Not Started,Normal,Call,2016-07-18,2016-07-18,2016-07-18,Update Customer,Call Unsuccessful,Outbound,707,274
25752,Doroth Gardner,Not Started,Normal,Call,2016-07-27,2016-07-27,2016-07-27,Update Customer,Disconnected,Inbound,267,91
25014,Jessica Nichols,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,208,309
25034,Irene Kelley,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Back,Outbound,258,808
23526,Laura Garza,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Success,Internal,907,417
24878,John Williams,Not Started,Normal,Call,2016-07-13,2016-07-13,2016-07-13,Update Customer,Do Not Call,Internal,621,603
25871,Dennis Howard,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,242,808
25418,Doroth Gardner,Not Started,Normal,Call,2016-05-26,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Internal,563,34
26372,Bruce Kennedy,Not Started,Normal,Call,2016-06-07,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,908,622
24454,Julie Chavez,Not Started,Normal,Call,2016-07-18,2016-07-18,2016-07-18,Update Customer,Disconnected,Internal,692,299
24871,Bruce Kennedy,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Success,Inbound,622,499
25354,Johnny Green,Not Started,Normal,Call,2016-06-07,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,668,76
23716,Catherine Brown,Not Started,Normal,Call,2016-07-13,2016-07-13,2016-07-13,Update Customer,Success,Internal,369,126
29465,Julie Chavez,Not Started,Normal,Call,2016-07-18,2016-07-18,2016-07-18,Update Customer,Do Not Call,Inbound,483,515
23554,Julie Chavez,Not Started,Normal,Call,2016-06-03,2016-06-30,2016-07-11,Update Customer,Success,Outbound,398,541
24046,Laura Garza,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,766,196
24199,Dennis Howard,Not Started,Normal,Call,2016-06-03,2016-06-30,2016-07-11,Update Customer,Success,Inbound,425,923
29981,Eric Sanchez,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,6,512
24145,Laura Garza,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,630,786
24077,Laura Garza,Not Started,Normal,Call,2016-07-19,2016-07-19,2016-07-19,Update Customer,Call Back,Inbound,920,980
25605,John Williams,Not Started,Normal,Call,2016-07-19,2016-07-19,2016-07-19,Update Customer,Success,Inbound,451,619
23551,Bruce Kennedy,Not Started,Normal,Call,2016-06-03,2016-06-30,2016-07-11,Update Customer,Call Back,Internal,330,507
24039,John Williams,Not Started,Normal,Call,2016-07-24,2016-07-24,2016-07-24,Update Customer,Do Not Call,Inbound,707,771
25613,Dennis Howard,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Success,Outbound,917,786
24407,Bruce Kennedy,Not Started,Normal,Call,2016-08-10,2016-08-10,2016-08-10,Update Customer,Success,Internal,437,909
26024,Laura Garza,Not Started,Normal,Call,2016-07-19,2016-07-19,2016-07-19,Update Customer,Disconnected,Outbound,94,186
24202,Kelly Frazier,Not Started,Normal,Call,2016-07-24,2016-07-24,2016-07-24,Update Customer,Disconnected,Outbound,600,506
26193,Eric Gutierrez,Not Started,Normal,Call,2016-08-09,2016-08-09,2016-08-09,Update Customer,Call Back,Outbound,247,672
24752,Evelyn Williamson,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,423,766
24858,Jessica Nichols,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Success,Outbound,816,320
29367,Eric Sanchez,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Success,Inbound,537,873
30089,Chris Riley,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,177,173
24282,Irene McCoy,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Success,Internal,118,293
30259,Nicolas Weaver,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Back,Internal,665,635
25679,Johnny Green,Not Started,Normal,Call,2016-07-18,2016-07-18,2016-07-18,Update Customer,Success,Outbound,739,891
23698,Admin User,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,401,684
24241,Eric Gutierrez,Not Started,Normal,Call,2016-05-26,2016-06-30,2016-07-11,Update Customer,Success,Inbound,430,442
24258,Bruce Kennedy,Not Started,Normal,Call,2016-08-09,2016-08-09,2016-08-09,Update Customer,Call Back,Internal,456,509
25354,Kelly Frazier,Not Started,Normal,Call,2016-08-13,2016-08-13,2016-08-13,Update Customer,Success,Outbound,501,502
24308,Eric Sanchez,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Success,Internal,111,936
24094,Bruce Kennedy,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,585,875
24441,Kelly Frazier,Not Started,Normal,Call,2016-07-19,2016-07-19,2016-07-19,Update Customer,Call Back,Inbound,700,192
30257,Evelyn Williamson,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Success,Inbound,254,948
25305,Bruce Kennedy,Not Started,Normal,Call,2016-07-13,2016-07-13,2016-07-13,Update Customer,Do Not Call,Internal,662,556
30502,Catherine Brown,Not Started,Normal,Call,2016-07-27,2016-07-27,2016-07-27,Update Customer,Call Unsuccessful,Internal,966,743
25416,Chris Riley,Not Started,Normal,Call,2016-07-31,2016-07-31,2016-07-31,Update Customer,Do Not Call,Outbound,699,514
24544,Catherine Brown,Not Started,Normal,Call,2016-09-03,2016-09-03,2016-09-03,Update Customer,Do Not Call,Outbound,905,186
26235,Bruce Kennedy,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,605,197
30441,Kelly Frazier,Not Started,Normal,Call,2016-05-26,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,224,165
25729,Admin User,Not Started,Normal,Call,2016-08-15,2016-08-15,2016-08-15,Update Customer,Do Not Call,Outbound,775,622
24965,Catherine Brown,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Success,Inbound,297,676
23497,Jessica Nichols,Not Started,Normal,Call,2016-08-09,2016-08-09,2016-08-09,Update Customer,Success,Outbound,866,902
